Journal title,NLM TA,pISSN,eISSN,Publisher,LOCATORplus ID,Latest issue,Earliest volume,Free access,Open access,Participation level, Deposit status, Journal URL
"Nephron. Physiology","Nephron Physiol","1660-8151","1660-2137","Karger Publishers","","v.128(3-4);Jan 2014","v.111;2009","","Some"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Nephron+Physiol%22%5Bjournal%5D
"Nephro-urology Monthly","Nephrourol Mon","2251-7006","2251-7014","Brieflands","","v.8(6);Nov 2016","v.4;2012","","All"," Full "," No New Content ",http://europepmc.org/journals/2073/
"Netherlands Heart Journal","Neth Heart J","1568-5888","1876-6250","Springer","","v.32(6);Jun 2024","v.9;2001","Immediate","Some"," Full "," ",http://europepmc.org/journals/1128/
"Network Neuroscience","Netw Neurosci","","2472-1751","MIT Press","","v.8(1);2024","v.1;2017","Immediate","All"," Full "," ",http://europepmc.org/journals/3607/
"Neural Development","Neural Dev","","1749-8104","BMC","","v.19;2024","v.1;2006","Immediate","All"," Full "," ",http://europepmc.org/journals/1122/
"Neural Plasticity","Neural Plast","2090-5904","1687-5443","Wiley","","v.2024;2024","v.6;1998","Immediate","All"," Full "," ",http://europepmc.org/journals/1121/
"Neural Regeneration Research","Neural Regen Res","1673-5374","1876-7958","Wolters Kluwer -- Medknow Publications","","v.19(12);Dec 2024","v.7;2012","Immediate","All"," Full "," ",http://europepmc.org/journals/2537/
"Neural Systems &#x0026; Circuits","Neural Syst Circuits","","2042-1001","BMC","","v.2;2012","v.1;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1770/
"Neuro-Oncology","Neuro Oncol","1522-8517","1523-5866","Society for Neuro-Oncology and Oxford University Press","","v.26(6);Jun 2024","v.1;1999","12 months or less","Some"," Full "," ",http://europepmc.org/journals/1369/
"Neurobiology of Language","Neurobiol Lang (Camb)","","2641-4368","MIT Press","","v.5(2);2024","v.1;2020","Immediate","All"," Full "," ",http://europepmc.org/journals/4457/
"Neurobiology of Pain","Neurobiol Pain","","2452-073X","Elsevier","","v.15;Jan-Jun 2024","v.1;2017","Immediate","Some"," Full "," ",http://europepmc.org/journals/3665/
"Neurobiology of Sleep and Circadian Rhythms","Neurobiol Sleep Circadian Rhythms","","2451-9944","Elsevier","","v.16;May 2024","v.1;2016","Immediate","Some"," Full "," ",http://europepmc.org/journals/3673/
"Neurobiology of Stress","Neurobiol Stress","","2352-2895","Elsevier","","v.31;Jul 2024","v.1;2015","Immediate","Some"," Full "," ",http://europepmc.org/journals/2875/
"Neuro-Degenerative Diseases","Neurodegener Dis","1660-2854","1660-2862","Karger Publishers","","v.12(4);Oct 2013","v.5;2008","","Some"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Neurodegener+Dis%22%5Bjournal%5D
"Neurodegenerative Disease Management","Neurodegener Dis Manag","1758-2024","1758-2032","Future Science Group","","v.13(3);Jun 2023","v.5;2015","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Neurodegener+Dis+Manag%22%5Bjournal%5D
"Neuroembryology and Aging","Neuroembryology Aging","1661-3406","1661-3414","Karger Publishers","","v.4(4);Mar 2008","v.4;2008","","No"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Neuroembryology+Aging%22%5Bjournal%5D
"Neuroendocrinology","Neuroendocrinology","0028-3835","1423-0194","Karger Publishers","","v.97(2);Mar 2013","v.89;2009","","Some"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Neuroendocrinology%22%5Bjournal%5D
"Neuroepidemiology","Neuroepidemiology","0251-5350","1423-0208","Karger Publishers","","v.40(1);Dec 2012","v.29;2007","","Some"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Neuroepidemiology%22%5Bjournal%5D
"Neurogenesis","Neurogenesis (Austin)","","2326-2133","Taylor &#x0026; Francis","","v.5(1);2018","v.1;2014","","Some"," Full "," No New Content ",http://europepmc.org/journals/3001/
"The Neurohospitalist","Neurohospitalist","1941-8744","1941-8752","SAGE Publications","","v.14(3);Jul 2024","v.1;2011","12 months","Some"," Full "," ",http://europepmc.org/journals/2198/
"NeuroImage : Clinical","Neuroimage Clin","","2213-1582","Elsevier","","v.43;2024","v.1;2012","Immediate","Some"," Full "," ",http://europepmc.org/journals/2242/
"Neuroimmunomodulation","Neuroimmunomodulation","1021-7401","1423-0216","Karger Publishers","","v.19(2);Jan 2012","v.16;2009","","Some"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Neuroimmunomodulation%22%5Bjournal%5D
"Neurointervention","Neurointervention","2093-9043","2233-6273","Korean Society of Interventional Neuroradiolgy","","v.19(1);Mar 2024","v.6;2011","Immediate","All"," Full "," ",http://europepmc.org/journals/1724/
"Neurology: Clinical Practice","Neurol Clin Pract","2163-0402","2163-0933","American Academy of Neurology","","v.14(4);Aug 2024","v.1;2011","12 months","Some"," Full "," ",http://europepmc.org/journals/2092/
"Neurology: Genetics","Neurol Genet","","2376-7839","American Academy of Neurology","","v.10(3);Jun 2024","v.1;2015","Immediate","Some"," Full "," ",http://europepmc.org/journals/2907/
"Neurology International","Neurol Int","2035-8385","2035-8377","Multidisciplinary Digital Publishing Institute  (MDPI)","","v.16(3);Jun 2024","v.1;2009","Immediate","All"," Full "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Neurol+Int%22%5Bjournal%5D
"Neurologia medico-chirurgica","Neurol Med Chir (Tokyo)","0470-8105","1349-8029","Japan Neurosurgical Society","","v.64(5);May 2024","v.53;2013","Immediate","All"," Full "," ",http://europepmc.org/journals/2827/
"Neurology&#x00ae; Neuroimmunology &#x0026; Neuroinflammation","Neurol Neuroimmunol Neuroinflamm","","2332-7812","American Academy of Neurology","","v.11(4);Jul 2024","v.1;2014","Immediate","Some"," Full "," ",http://europepmc.org/journals/2570/
"Neurology Research International","Neurol Res Int","2090-1852","2090-1860","Wiley","","v.2024;2024","v.2010;2010","Immediate","All"," Full "," ",http://europepmc.org/journals/1429/
"Neurological Research and Practice","Neurol Res Pract","","2524-3489","Deutsche Gesellschaft f&#x00fc;r Neurologie e.V.","","v.6;2024","v.1;2019","Immediate","All"," Full "," ",http://europepmc.org/journals/3994/
"Neurology and Therapy","Neurol Ther","2193-8253","2193-6536","Springer","","v.13(3);Jun 2024","v.1;2012","Immediate","All"," Full "," ",http://europepmc.org/journals/2718/
"Neurology","Neurology","0028-3878","1526-632X","American Academy of Neurology","","v.102(11);Jun 11, 2024","v.70;2008","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Neurology%22%5Bjournal%5D
"Neuronal Signaling","Neuronal Signal","","2059-6553","Portland Press Ltd","","v.8(1);Jan 2024","v.1;2017","Immediate","All"," Full "," ",http://europepmc.org/journals/3896/
"Neuro-Oncology Advances","Neurooncol Adv","","2632-2498","Oxford University Press","","v.6(1);Jan-Dec 2024","v.1;2019","Immediate","Some"," Full "," ",http://europepmc.org/journals/3887/
"Neuro-Oncology Practice","Neurooncol Pract","2054-2577","2054-2585","Oxford University Press","","v.11(3);Jun 2024","v.1;2014","12 months","Some"," Full "," ",http://europepmc.org/journals/2723/
"Neuro-Ophthalmology","Neuroophthalmology","0165-8107","1744-506X","Taylor &#x0026; Francis","","v.48(2);2024","v.35;2011","12 months","Some"," Full "," ",http://europepmc.org/journals/3091/
"Neurophotonics","Neurophotonics","2329-423X","2329-4248","Society of Photo-Optical Instrumentation Engineers","","v.11(3);Jul 2024","v.1;2014","Immediate","Some"," Full "," ",http://europepmc.org/journals/2744/
"Neuropsychiatric Disease and Treatment","Neuropsychiatr Dis Treat","1176-6328","1178-2021","Dove Press","","v.20;2024","v.1;2005","Immediate","Some"," Full "," ",http://europepmc.org/journals/1123/
"Neuropsychobiology","Neuropsychobiology","0302-282X","1423-0224","Karger Publishers","","v.67(2);Feb 2013","v.59;2009","","Some"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Neuropsychobiology%22%5Bjournal%5D
"Neuropsychopharmacology Reports","Neuropsychopharmacol Rep","","2574-173X","Wiley","","v.44(2);Jun 2024","v.38;2018","Immediate","All"," Full "," ",http://europepmc.org/journals/3992/
"Neuropsychopharmacology","Neuropsychopharmacology","0893-133X","1740-634X","Nature Publishing Group","","v.49(7);Jun 2024","v.35;2010","12 months or less","Some"," Full "," ",http://europepmc.org/journals/1552/
"The Neuroradiology Journal","Neuroradiol J","1971-4009","2385-1996","SAGE Publications","","v.37(2);Apr 2024","v.26;2013","12 months","Some"," Full "," ",http://europepmc.org/journals/2567/
"NeuroRx","NeuroRx","1545-5343","1545-5351","Am. Soc. for Experimental NeuroTherapeutics","","v.3(4);Oct 2006","v.1;2004","6 months","No"," Full "," Predecessor ",http://europepmc.org/journals/1126/
"Neuroscience Bulletin","Neurosci Bull","1673-7067","1995-8218","Springer","","v.40(6);Jun 2024","v.23;2007","12 months","Some"," Full "," ",http://europepmc.org/journals/3219/
"Neuroscience of Consciousness","Neurosci Conscious","","2057-2107","Oxford University Press","","v.2024(1);2024","v.2015;2015","Immediate","Some"," Full "," ",http://europepmc.org/journals/3418/
"Neuroscience Insights","Neurosci Insights","","2633-1055","SAGE Publications","","v.19;2024","v.14;2019","Immediate","All"," Full "," ",http://europepmc.org/journals/3837/
"Neuroscience Journal","Neurosci J","2314-4262","2314-4270","Wiley","","v.2019;2019","v.2013;2013","","All"," Full "," No New Content ",http://europepmc.org/journals/2772/
"Neurosciences","Neurosciences (Riyadh)","1319-6138","","Medical Services Division, Ministry of Defence","","v.29(1);Jan 2024","v.19;2014","Immediate","All"," Full "," ",http://europepmc.org/journals/2872/
"Neuro-Signals","Neurosignals","1424-862X","1424-8638","Karger Publishers","","v.21(1-2);Feb 2012","v.17;2009","","Some"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Neurosignals%22%5Bjournal%5D
"Neurospine","Neurospine","2586-6583","2586-6591","Korean Spinal Neurosurgery Society","","v.21(1);Mar 2024","v.15;2018","Immediate","All"," Full "," ",http://europepmc.org/journals/3403/
"Neurosurgical Focus: Video","Neurosurg Focus Video","","2643-5217","American Association of Neurological Surgeons","","v.10(2);Apr 2024","v.1;2019","Immediate","All"," Full "," ",http://europepmc.org/journals/4321/
"Neurosurgery","Neurosurgery","0148-396X","1524-4040","Wolters Kluwer Health","","v.93(4);Oct 2023","v.71;2012","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Neurosurgery%22%5Bjournal%5D
"Neurotherapeutics","Neurotherapeutics","1933-7213","1878-7479","Elsevier","","v.21(4);Jul 2024","v.4;2007","Immediate","Some"," Full "," ",http://europepmc.org/journals/1743/
"Neurotrauma Reports","Neurotrauma Rep","","2689-288X","Mary Ann Liebert, Inc.","","v.5(1);2024","v.1;2020","Immediate","Some"," Full "," ",http://europepmc.org/journals/4089/
"New Microbes and New Infections","New Microbes New Infect","","2052-2975","Elsevier","","v.60-61;Aug-Oct 2024","v.1;2013","Immediate","Some"," Full "," ",http://europepmc.org/journals/2581/
"Newsmonthly. American Dental Society of Anesthesiology","Newsmonthly","","","American Dental Society of Anesthesiology","","v.4(10);Dec 1957","v.1;1954","Immediate","No"," Full "," Predecessor ",http://europepmc.org/journals/1127/
"NI 2012 : 11th International Congress on Nursing Informatics, June 23-27, 2012, Montreal, Canada.","NI 2012 (2012)","","","American Medical Informatics Association","","v.2012;2012","v.2012;2012","","No"," Full "," No New Content ",http://europepmc.org/journals/2246/
"Nicotine &#x0026; Tobacco Research","Nicotine Tob Res","1462-2203","1469-994X","Oxford University Press","","v.26(7);Jul 2024","v.9;2007","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Nicotine+Tob+Res%22%5Bjournal%5D
"Nigerian Journal of Surgery : Official Publication of the Nigerian Surgical Research Society","Niger J Surg","1117-6806","2278-7100","Wolters Kluwer -- Medknow Publications","","v.27(1);Jan-Jun 2021","v.18;2012","","All"," Full "," No New Content ",http://europepmc.org/journals/2211/
"Nigerian Medical Journal : Journal of the Nigeria Medical Association","Niger Med J","0300-1652","2229-774X","Nigerian Medical Association","","v.64(2);Mar-Apr 2023","v.52;2011","Immediate","All"," Full "," ",http://europepmc.org/journals/1650/
"NIHR Open Research","NIHR Open Res","","2633-4402","Department of Health and Social Care (UK)","","v.3;2023","v.1;2021","Immediate","Some"," Full "," ",http://europepmc.org/journals/4567/
"NMC Case Report Journal","NMC Case Rep J","","2188-4226","Japan Neurosurgical Society","","v.11;2024","v.1;2014","Immediate","All"," Full "," ",http://europepmc.org/journals/3204/
"Noise &#x0026; Health","Noise Health","1463-1741","1998-4030","Wolters Kluwer -- Medknow Publications","","v.26(120);Jan-Mar 2024","v.17;2015","Immediate","All"," Full "," ",http://europepmc.org/journals/2980/
"Non-Coding RNA","Noncoding RNA","","2311-553X","Multidisciplinary Digital Publishing Institute  (MDPI)","","v.10(3);Jun 2024","v.1;2015","Immediate","All"," Full "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Noncoding+RNA%22%5Bjournal%5D
"Non-coding RNA Research","Noncoding RNA Res","","2468-0540","KeAi Publishing","","v.9(3);Sep 2024","v.1;2016","Immediate","Some"," Full "," ",http://europepmc.org/journals/3477/
"Nonlinear Biomedical Physics","Nonlinear Biomed Phys","","1753-4631","BMC","","v.6;2012","v.1;2007","","All"," Full "," No New Content ",http://europepmc.org/journals/1132/
"Nonlinearity in Biology, Toxicology, Medicine","Nonlinearity Biol Toxicol Med","1540-1421","1540-143X","SAGE Publications","","v.3(2);Apr 2005","v.1;2003","Immediate","No"," Full "," Predecessor ",http://europepmc.org/journals/1109/
"Nordisk Alkohol- &#x0026; Narkotikatidskrift : NAT","Nordisk Alkohol Nark","1455-0725","1458-6126","Nordic Welfare Centre","","v.41(3);Jun 2024","v.34;2017","Immediate","Some"," Full "," ",http://europepmc.org/journals/3960/
"Archives of Neuropsychiatry","Noro Psikiyatr Ars","1300-0667","1309-4866","Turkish Neuropsychiatric Society","","v.61(2);2024","v.50;2013","Immediate","Some"," Full "," ",http://europepmc.org/journals/3153/
"Northern Clinics of Istanbul","North Clin Istanb","","2536-4553","Istanbul Northern Anatolian Association of Public Hospitals","","v.11(2);2024","v.1;2014","Immediate","All"," Full "," ",http://europepmc.org/journals/3104/
"The North-Western Medical and Surgical Journal","Northwest Med Surg J","","","Biomedical Journal Digitization Project","","v.6(12);Dec 1857","v.1;1848","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/4482/
"Notes and Records of the Royal Society of London","Notes Rec R Soc Lond","0035-9149","1743-0178","The Royal Society","","v.76(3);September 20, 2022","v.62;2008","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Notes+Rec+R+Soc+Lond%22%5Bjournal%5D
"NPJ Aging","NPJ Aging","","2731-6068","Nature Publishing Group","","v.10(1);Dec 2024","v.8;2022","Immediate","All"," Full "," ",http://europepmc.org/journals/4245/
"NPJ Aging and Mechanisms of Disease","NPJ Aging Mech Dis","","2056-3973","Nature Publishing Group","","v.7;2021","v.1;2015","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/3197/
"NPJ Biofilms and Microbiomes","NPJ Biofilms Microbiomes","","2055-5008","Nature Publishing Group","","v.10;2024","v.1;2015","Immediate","All"," Full "," ",http://europepmc.org/journals/3199/
"NPJ Breast Cancer","NPJ Breast Cancer","","2374-4677","Nature Publishing Group","","v.10;2024","v.1;2015","Immediate","All"," Full "," ",http://europepmc.org/journals/3198/
"NPJ Digital Medicine","NPJ Digit Med","","2398-6352","Nature Publishing Group","","v.7;2024","v.1;2018","Immediate","All"," Full "," ",http://europepmc.org/journals/3687/
"NPJ Genomic Medicine","NPJ Genom Med","","2056-7944","Nature Publishing Group","","v.9;2024","v.1;2016","Immediate","All"," Full "," ",http://europepmc.org/journals/3312/
"NPJ Mental Health Research","Npj Ment Health Res","","2731-4251","Nature Publishing Group","","v.3;2024","v.1;2022","Immediate","All"," Full "," ",http://europepmc.org/journals/4628/
"NPJ Microgravity","NPJ Microgravity","","2373-8065","Nature Publishing Group","","v.10;2024","v.1;2015","Immediate","Some"," Full "," ",http://europepmc.org/journals/3200/
"NPJ Parkinson's Disease","NPJ Parkinsons Dis","","2373-8057","Nature Publishing Group","","v.10;2024","v.1;2015","Immediate","All"," Full "," ",http://europepmc.org/journals/3201/
"NPJ Precision Oncology","NPJ Precis Oncol","","2397-768X","Nature Publishing Group","","v.8;2024","v.1;2017","Immediate","All"," Full "," ",http://europepmc.org/journals/3417/
"NPJ Primary Care Respiratory Medicine","NPJ Prim Care Respir Med","","2055-1010","Primary Care Respiratory Society UK/Macmillan Publishers Limited","","v.34;2024","v.24;2014","Immediate","All"," Full "," ",http://europepmc.org/journals/2784/
"NPJ Regenerative Medicine","NPJ Regen Med","","2057-3995","Nature Publishing Group","","v.9;2024","v.1;2016","Immediate","All"," Full "," ",http://europepmc.org/journals/3319/
"NPJ Schizophrenia","NPJ Schizophr","","2334-265X","Nature Publishing Group","","v.7;2021","v.1;2015","Immediate","Some"," Full "," Predecessor ",http://europepmc.org/journals/2961/
"NPJ Science of Food","NPJ Sci Food","","2396-8370","Nature Publishing Group","","v.8;2024","v.1;2017","Immediate","All"," Full "," ",http://europepmc.org/journals/3688/
"NPJ Science of Learning","NPJ Sci Learn","","2056-7936","Nature Publishing Group","","v.9;2024","v.1;2016","Immediate","All"," Full "," ",http://europepmc.org/journals/3582/
"NPJ Systems Biology and Applications","NPJ Syst Biol Appl","","2056-7189","Nature Publishing Group","","v.10;2024","v.1;2015","Immediate","All"," Full "," ",http://europepmc.org/journals/3202/
"NPJ Vaccines","NPJ Vaccines","","2059-0105","Nature Publishing Group","","v.9;2024","v.1;2016","Immediate","All"," Full "," ",http://europepmc.org/journals/3313/
"Nuclear Medicine and Molecular Imaging","Nucl Med Mol Imaging","1869-3474","1869-3482","Springer","","v.58(3);May 2024","v.44;2010","12 months","Some"," Full "," ",http://europepmc.org/journals/2461/
"Nuclear Receptor","Nucl Recept","","1478-1336","BMC","","v.5;2007","v.1;2003","","All"," Full "," No New Content ",http://europepmc.org/journals/1137/
"Nuclear Receptor Signaling","Nucl Recept Signal","","1550-7629","SAGE Publications","","v.17;2020","v.1;2003","","All"," Full "," No New Content ",http://europepmc.org/journals/1138/
"Nucleic Acid Therapeutics","Nucleic Acid Ther","2159-3337","2159-3345","Mary Ann Liebert, Inc.","","v.33(6);December 2023","v.21;2011","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Nucleic+Acid+Ther%22%5Bjournal%5D
"Nucleic Acids Research","Nucleic Acids Res","0305-1048","1362-4962","Oxford University Press","","v.52(10);Jun 10, 2024","v.1;1974","Immediate","Some"," Full "," ",http://europepmc.org/journals/1107/
"Nucleus","Nucleus","1949-1034","1949-1042","Taylor &#x0026; Francis","","v.15(1);2024","v.1;2010","Immediate","Some"," Full "," ",http://europepmc.org/journals/1469/
"Nursing and Midwifery Studies","Nurs Midwifery Stud","2322-1488","2322-1674","Brieflands","","v.5(2);Jun 2016","v.2;2013","","All"," Full "," No New Content ",http://europepmc.org/journals/2603/
"Nursing Open","Nurs Open","","2054-1058","Wiley","","v.11(6);Jun 2024","v.1;2014","Immediate","Some"," Full "," ",http://europepmc.org/journals/3057/
"Nursing Reports","Nurs Rep","2039-439X","2039-4403","Multidisciplinary Digital Publishing Institute  (MDPI)","","v.14(2);Jun 2024","v.10;2020","Immediate","All"," Full "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Nurs+Rep%22%5Bjournal%5D
"Nursing Research and Practice","Nurs Res Pract","2090-1429","2090-1437","Wiley","","v.2024;2024","v.2010;2010","Immediate","All"," Full "," ",http://europepmc.org/journals/1663/
"Nutrition &#x0026; Diabetes","Nutr Diabetes","","2044-4052","Nature Publishing Group","","v.14;2024","v.1;2011","Immediate","All"," Full "," ",http://europepmc.org/journals/1801/
"Nutrition Journal","Nutr J","","1475-2891","BMC","","v.23;2024","v.1;2002","Immediate","All"," Full "," ",http://europepmc.org/journals/1140/
"Nutrition &#x0026; Metabolism","Nutr Metab (Lond)","","1743-7075","BMC","","v.21;2024","v.1;2004","Immediate","All"," Full "," ",http://europepmc.org/journals/1141/
"Nutrition and Metabolic Insights","Nutr Metab Insights","","1178-6388","SAGE Publications","","v.17;2024","v.3;2010","Immediate","All"," Full "," ",http://europepmc.org/journals/2152/
"Nutrition Research and Practice","Nutr Res Pract","1976-1457","2005-6168","Korean Society of Community Nutrition and the Korean Nutrition Society","","v.18(3);Jun 2024","v.1;2007","Immediate","All"," Full "," ",http://europepmc.org/journals/1139/
"Nutrition Reviews","Nutr Rev","0029-6643","1753-4887","Oxford University Press","","v.82(7);Jul 2024","v.73;2015","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Nutr+Rev%22%5Bjournal%5D
"Nutrients","Nutrients","","2072-6643","Multidisciplinary Digital Publishing Institute  (MDPI)","","v.16(11);Jun 2024","v.1;2009","Immediate","All"," Full "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Nutrients%22%5Bjournal%5D
"Obesity Facts","Obes Facts","1662-4025","1662-4033","Karger Publishers","","v.17(3);Jun 2024","v.1;2008","Immediate","Some"," Full "," ",http://europepmc.org/journals/1146/
"Obesity Pillars","Obes Pillars","","2667-3681","Elsevier","","v.11;Sep 2024","v.1;2022","Immediate","Some"," Full "," ",http://europepmc.org/journals/4577/
"Obesity Science &#x0026; Practice","Obes Sci Pract","","2055-2238","Wiley","","v.10(3);Jun 2024","v.1;2015","Immediate","Some"," Full "," ",http://europepmc.org/journals/3276/
"Obstetrics and Gynecology International","Obstet Gynecol Int","1687-9589","1687-9597","Wiley","","v.2024;2024","v.2009;2009","Immediate","All"," Full "," ",http://europepmc.org/journals/1147/
"Obstetrics &#x0026; Gynecology Science","Obstet Gynecol Sci","2287-8572","2287-8580","Korean Society of Obstetrics and Gynecology","","v.67(3);May 2024","v.56;2013","Immediate","All"," Full "," ",http://europepmc.org/journals/2293/
"Obstetric Medicine","Obstet Med","1753-495X","1753-4968","SAGE Publications","","v.17(2);Jun 2024","v.1;2008","12 months","Some"," Full "," ",http://europepmc.org/journals/3004/
"Occasional paper (Royal College of General Practitioners)","Occas Pap R Coll Gen Pract","1352-2450","","Royal College of General Practitioners","","v.(89);Apr 2012","v.;1990","","No"," Full "," No New Content ",http://europepmc.org/journals/1142/
"Occupational and Environmental Medicine","Occup Environ Med","1351-0711","1470-7926","BMJ Publishing Group","","v.64(12);Dec 2007","v.51;1994","","No"," Full "," No New Content ",http://europepmc.org/journals/1145/
"Occupational Medicine (Oxford, England)","Occup Med (Lond)","0962-7480","1471-8405","Oxford University Press","","v.74(4);May 2024","v.58;2008","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Occup+Med+(Lond)%22%5Bjournal%5D
"Occupational Therapy International","Occup Ther Int","0966-7903","1557-0703","Hindawi Ltd. and John Wiley and Sons, Inc.","","v.2024;2024","v.2017;2017","Immediate","All"," Full "," ",http://europepmc.org/journals/3255/
"The Ochsner Journal","Ochsner J","1524-5012","2831-4107","Ochsner Clinic Foundation","","v.24(2);Summer 2024","v.1;1999","Immediate","Some"," Full "," ",http://europepmc.org/journals/1563/
"Ocular Oncology and Pathology","Ocul Oncol Pathol","2296-4681","2296-4657","Karger Publishers","","v.10(2);Jun 2024","v.1;2014","Immediate","Some"," Full "," ",http://europepmc.org/journals/2927/
"Oligonucleotides","Oligonucleotides","1545-4576","1557-8526","Mary Ann Liebert, Inc.","","v.21(2);Apr 2011","v.18;2008","12 months","No"," NIH Portfolio "," Predecessor ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Oligonucleotides%22%5Bjournal%5D
"Oman Journal of Ophthalmology","Oman J Ophthalmol","0974-620X","0974-7842","Wolters Kluwer -- Medknow Publications","","v.17(1);Jan-Apr 2024","v.2;2009","Immediate","All"," Full "," ",http://europepmc.org/journals/1149/
"Oman Medical Journal","Oman Med J","1999-768X","2070-5204","Oman Medical Specialty Board","","v.39(2);Mar 2024","v.22;2007","Immediate","Some"," Full "," ",http://europepmc.org/journals/1679/
"OMICS : a Journal of Integrative Biology","OMICS","1536-2310","1557-8100","Mary Ann Liebert, Inc.","","v.27(8);August 2023","v.12;2008","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22OMICS%22%5Bjournal%5D
"OncoTargets and Therapy","Onco Targets Ther","","1178-6930","Dove Press","","v.17;2024","v.1;2008","Immediate","All"," Full "," ",http://europepmc.org/journals/1174/
"Oncogenesis","Oncogenesis","","2157-9024","Nature Publishing Group","","v.13(1);Dec 2024","v.1;2012","Immediate","All"," Full "," ",http://europepmc.org/journals/1896/
"Oncoimmunology","Oncoimmunology","2162-4011","2162-402X","Taylor &#x0026; Francis","","v.13(1);2024","v.1;2012","Immediate","Some"," Full "," ",http://europepmc.org/journals/1870/
"Oncology Letters","Oncol Lett","1792-1074","1792-1082","Spandidos Publications","","v.28(2);Aug 2024","v.1;2010","Immediate","Some"," Full "," ",http://europepmc.org/journals/1874/
"Oncology Reports","Oncol Rep","1021-335X","1791-2431","Spandidos Publications","","v.52(1);Jul 2024","v.27;2012","12 months","Some"," NIH Portfolio "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Oncol+Rep%22%5Bjournal%5D
"Oncology Research","Oncol Res","0965-0407","1555-3906","Tech Science Press","","v.32(6);2024","v.22;2014","Immediate","All"," Full "," ",http://europepmc.org/journals/4028/
"Oncology Reviews","Oncol Rev","1970-5565","1970-5557","Frontiers Media SA","","v.18;2024","v.6;2012","Immediate","All"," Full "," ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Oncol+Rev%22%5Bjournal%5D
"Oncology and Therapy","Oncol Ther","2366-1070","2366-1089","Springer","","v.12(2);Jun 2024","v.6;2018","Immediate","Some"," Full "," ",http://europepmc.org/journals/3894/
"The Oncologist","Oncologist","1083-7159","1549-490X","Oxford University Press","","v.29(6);Jun 2024","v.15;2010","Immediate","Some"," Full "," ",http://europepmc.org/journals/1819/
"Oncology","Oncology","0030-2414","1423-0232","Karger Publishers","","v.82(3);Aug 2012","v.74;2008","","No"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Oncology%22%5Bjournal%5D
"Oncolytic Virotherapy","Oncolytic Virother","","2253-1572","Dove Press","","v.10;2021","v.1;2012","","Some"," Full "," No New Content ",http://europepmc.org/journals/3005/
"Oncoscience","Oncoscience","","2331-4737","Impact Journals, LLC","","v.11;2024","v.1;2014","Immediate","All"," Full "," ",http://europepmc.org/journals/2644/
"Oncotarget","Oncotarget","","1949-2553","Impact Journals, LLC","","v.15;2024","v.1;2010","Immediate","All"," Full "," ",http://europepmc.org/journals/1750/
"The Onderstepoort Journal of Veterinary Research","Onderstepoort J Vet Res","0030-2465","2219-0635","AOSIS","","v.91(1);2024","v.82;2015","Immediate","All"," Full "," ",http://europepmc.org/journals/3549/
"One Health","One Health","","2352-7714","Elsevier","","v.18;Jun 2024","v.1;2015","Immediate","Some"," Full "," ",http://europepmc.org/journals/3191/
"One Health Outlook","One Health Outlook","","2524-4655","BMC","","v.6;2024","v.1;2019","Immediate","All"," Full "," ",http://europepmc.org/journals/4060/
